Register Number,Exam,Course Code,Course Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,CO1,CO2,CO3,CO4,CO5,CO6,CO_Avg,Category
FKAYAEGR13,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,3.0,3.0,3.0,2.5,0.0,3.0,3.0,3.0,4.0,2.0,0.0,2.5,2.0,0.0,1.0,5.5,7.0,0.0,3.25,2.12,2.5,1.0,2.33,3.83,2.51,Below Average
FKAYAEGR15,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.5,0.0,4.5,0.0,5.0,5.0,5.0,0.0,8.0,1.5,3.12,2.0,3.67,3.67,5.17,3.19,Average
FKAYAEGR16,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,1.5,1.0,0.0,0.0,0.0,3.0,1.0,2.5,5.5,6.0,0.0,4.5,4.0,0.0,2.0,0.0,8.0,0.0,3.5,1.75,1.33,1.0,1.83,3.83,2.21,Below Average
FKAYAEGR18,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,3.0,2.5,3.0,2.5,3.0,2.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,5.5,6.0,7.5,0.0,4.88,2.88,1.83,1.67,2.5,2.0,2.63,Below Average
FKAYAEGR20,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,3.0,3.0,0.5,3.0,0.0,3.0,2.0,0.0,0.0,5.5,5.5,0.0,1.5,3.5,6.0,0.0,0.0,7.0,2.88,3.25,1.67,2.17,2.67,1.83,2.41,Below Average
FKAYAEGR21,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,2.5,3.0,3.0,3.0,2.0,3.0,0.0,1.5,5.0,5.0,5.5,5.0,5.0,0.0,1.5,5.0,7.0,0.0,4.62,2.62,3.67,1.67,1.0,5.0,3.1,Average
FKAYAEGR22,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,1.5,1.5,1.5,2.5,3.0,3.0,1.5,2.5,1.5,2.0,4.5,5.0,4.5,3.0,2.5,4.0,4.0,2.5,0.0,7.5,1.88,3.62,2.83,2.67,2.5,4.0,2.92,Below Average
FKAYAMAR17,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,1.0,0.5,1.0,0.0,0.0,2.5,0.0,3.0,0.0,2.5,0.0,1.0,2.0,2.5,1.0,0.0,0.0,0.0,0.0,3.5,0.88,1.75,1.17,1.0,0.83,0.33,0.99,At-risk
FKAYAEGR23,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,4.5,5.5,0.0,4.5,4.5,0.0,0.0,0.0,6.0,0.0,3.0,1.88,3.17,1.0,0.0,3.33,2.06,Below Average
FKAYAEGR25,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.5,4.0,5.0,4.0,4.5,1.0,0.0,4.0,4.0,5.5,0.0,3.88,2.62,2.33,2.0,2.5,4.33,2.94,Below Average
FKAYAEGR27,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,1.5,2.5,1.0,1.0,3.0,2.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.25,1.67,0.0,0.5,0.83,0.88,At-risk
FKAYAEGR30,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,0.0,0.0,2.5,3.0,3.0,1.0,3.0,3.0,0.0,3.0,5.5,0.0,0.0,4.0,2.0,4.0,4.0,3.5,0.0,6.0,0.0,3.88,2.0,3.33,2.33,3.0,2.42,Below Average
FKAYAEGR31,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,2.0,0.0,1.5,0.0,1.0,0.0,1.5,3.0,0.0,1.0,0.62,0.33,0.67,0.17,1.17,0.66,At-risk
FKAYAEGR33,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,5.5,0.0,5.5,0.0,4.5,5.5,5.0,4.5,0.0,8.5,2.88,2.88,3.5,2.83,3.67,3.33,3.18,Average
FKAYAEGR35,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,2.0,2.0,3.0,2.5,3.0,0.0,2.5,1.5,3.0,1.5,3.5,4.5,5.0,0.0,5.0,5.0,4.0,0.0,8.0,2.38,4.5,1.83,2.5,3.17,3.0,2.9,Below Average
FKAYAEGR36,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,0.5,1.5,0.5,3.0,0.0,1.0,0.5,1.5,0.5,1.0,1.0,2.0,1.5,2.0,1.5,1.5,2.0,0.5,0.0,7.0,0.88,3.12,0.83,1.17,1.17,1.17,1.39,At-risk
FKAYAEGR49,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,3.5,0.0,0.0,0.0,6.5,0.0,3.88,1.75,1.83,0.0,1.0,1.0,1.58,At-risk
FKAYAEGR50,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.08,At-risk
FKAYAMAR19,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,0.0,0.0,1.5,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.5,0.0,1.5,0.0,0.0,4.0,5.5,0.0,2.0,0.88,0.83,1.33,0.67,1.33,1.17,At-risk
FKAYAMAR23,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,1.0,3.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,4.5,0.0,4.5,3.5,3.5,0.0,3.5,2.25,2.0,1.33,2.5,1.83,1.17,1.85,At-risk
FKAYAMAR24,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,2.5,0.0,0.0,0.0,0.5,2.0,0.0,3.0,0.0,0.0,0.0,1.5,2.5,2.5,0.0,0.0,0.0,1.5,0.0,6.0,1.25,2.12,0.83,1.0,0.0,1.0,1.03,At-risk
FKAYAMAR30,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,At-risk
FKAYAMAR34,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,2.0,2.5,2.0,2.5,0.0,0.0,2.5,1.0,0.0,0.0,1.25,0.62,0.67,1.0,1.83,1.83,1.2,At-risk
FKAYAECR04,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,5.5,0.0,5.5,5.0,4.0,5.0,0.0,8.5,2.88,2.88,3.83,2.67,3.33,1.67,2.88,Below Average
FKAYAECR17,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,5.5,5.0,5.5,5.0,5.0,4.0,3.5,9.0,0.0,5.0,2.88,3.67,3.67,3.33,3.0,3.59,Average
FKAYAEGR76,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,2.5,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.5,3.0,4.5,3.5,1.5,3.5,2.0,5.5,0.0,0.0,7.0,0.0,3.0,1.62,0.67,2.17,1.83,2.67,1.99,At-risk
FKAYAEGR77,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,5.0,0.0,5.0,1.0,2.5,5.0,0.0,0.0,5.0,0.0,3.62,0.62,0.83,1.67,0.5,1.67,1.48,At-risk
FKAYAEGR78,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,5.5,4.5,5.0,4.5,1.5,5.0,3.0,0.0,8.0,0.0,4.75,2.38,2.5,3.33,2.67,3.33,3.16,Average
FKAYAFER07,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,1.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0,3.5,0.0,4.5,1.0,0.0,4.0,0.0,0.0,0.0,3.5,1.5,1.25,0.33,1.33,0.67,1.17,1.04,At-risk
FKAYAFER22,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,3.0,0.5,3.0,2.0,2.5,3.0,0.0,0.0,3.0,3.0,0.0,4.5,5.5,6.0,0.0,4.5,4.5,0.0,6.0,0.0,3.75,2.75,1.83,1.5,3.5,1.5,2.47,Below Average
FKAYAFER30,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.5,0.75,1.38,0.17,0.0,0.17,0.33,0.47,At-risk
FKAYAEGR62,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,1.5,1.5,2.0,1.0,1.5,0.0,0.0,0.5,1.5,0.0,1.5,0.0,0.0,3.0,0.0,2.5,1.0,1.0,5.0,0.0,2.0,1.5,0.5,1.0,0.83,0.83,1.11,At-risk
FKAYAEGR64,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.5,3.0,0.0,3.5,2.0,1.5,4.0,1.0,0.5,0.0,1.5,1.38,1.12,0.83,2.0,1.83,1.17,1.39,At-risk
FKAYAEGR67,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,1.5,1.5,2.5,0.0,2.0,0.0,1.5,0.0,3.0,0.0,3.0,0.0,2.5,3.0,3.0,4.0,3.0,3.0,3.5,0.0,2.25,1.38,1.67,1.83,2.0,2.0,1.85,At-risk
FKAYAEGR68,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,1.0,0.0,1.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,3.0,1.5,2.5,3.5,3.0,2.5,0.0,0.0,4.0,0.0,1.88,1.5,1.5,1.0,0.67,1.5,1.34,At-risk
FKAYAEGR69,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,2.0,3.0,1.5,1.5,1.5,2.0,0.0,0.0,1.5,3.0,5.5,4.5,5.0,5.0,0.0,6.0,4.5,1.5,8.0,0.0,4.5,2.0,1.17,2.0,3.0,3.83,2.75,Below Average
FKAYAEGR70,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,0.0,1.5,2.0,2.0,0.0,1.5,2.0,2.0,2.0,3.0,5.5,0.0,0.0,6.0,0.0,5.5,5.0,5.5,8.0,0.0,2.38,2.5,0.5,3.17,3.33,3.67,2.59,Below Average
FKAYAEGR71,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,1.5,1.5,1.5,2.0,0.0,2.0,2.0,2.5,1.5,1.5,4.5,3.5,4.0,4.0,0.0,4.5,0.0,3.5,6.0,0.0,3.25,1.88,0.67,3.0,1.0,3.83,2.27,Below Average
FKAYAEGR72,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,3.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,2.0,0.0,4.5,0.0,0.0,0.0,0.0,5.0,0.0,2.5,0.0,0.0,0.75,0.0,1.0,2.0,0.67,2.33,1.12,At-risk
FKAYAEGR73,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN107-SF,History of Indian Journalism– 1,3.0,3.0,2.5,0.0,2.5,3.0,2.0,0.0,1.0,0.0,4.5,0.0,0.0,6.0,2.5,5.5,0.0,0.0,0.0,4.5,1.5,3.25,2.67,2.5,0.33,1.5,1.96,At-risk
FKAYAECR10,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,3.0,4.0,5.0,6.0,6.0,0.0,0.0,5.0,9.0,0.0,5.0,2.75,4.0,1.33,0.67,4.0,2.96,Below Average
FKAYAECR11,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,4.0,6.0,4.0,6.0,5.0,6.0,0.0,6.0,9.0,0.0,4.75,3.0,3.67,3.67,1.0,5.33,3.57,Average
FKAYAECR13,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,6.0,5.0,2.0,6.0,0.0,6.0,5.0,0.0,9.0,0.0,4.25,2.75,1.67,3.67,3.0,3.67,3.17,Average
FKAYAECR14,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,5.0,4.0,4.0,2.0,4.0,0.0,5.0,6.0,9.0,0.0,4.75,1.75,3.0,1.67,2.67,5.0,3.14,Average
FKAYAECR19,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,5.0,3.0,0.0,3.0,4.0,1.0,3.0,3.0,9.0,0.0,3.75,1.75,3.33,2.33,1.67,3.67,2.75,Below Average
FKAYAECR22,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,6.0,0.0,5.0,6.0,5.0,5.0,0.0,4.0,9.0,0.0,5.0,2.25,3.67,3.67,0.67,3.33,3.1,Average
FKAYAECR23,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,6.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,8.0,0.0,3.75,1.75,3.0,3.0,2.67,4.0,3.03,Average
FKAYAECR29,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,1.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,8.0,0.0,2.75,1.0,2.0,0.33,2.33,2.67,1.85,At-risk
FKAYAECR30,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,6.0,9.0,0.0,4.5,1.75,3.67,2.67,2.67,4.33,3.26,Average
FKAYAECR34,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,2.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,8.0,0.0,3.25,0.0,1.0,1.33,2.0,2.0,1.6,At-risk
FKAYAMMR02,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,7.0,0.0,3.25,1.5,2.33,0.67,0.33,3.33,1.9,At-risk
FKAYAECR37,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,2.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,8.0,0.0,3.5,2.0,2.67,1.33,2.0,3.33,2.47,Below Average
FKAYAECR38,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,2.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.75,0.5,1.0,0.67,0.67,2.0,1.1,At-risk
FKAYAECR39,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,8.0,0.0,2.25,0.0,2.0,0.0,0.0,1.0,0.88,At-risk
FKAYAECR40,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,3.0,3.0,3.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,6.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,9.0,0.0,4.75,1.75,2.33,4.0,3.67,5.67,3.7,Average
FKAYAECR41,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,4.0,4.0,5.0,6.0,0.0,6.0,8.0,0.0,4.0,2.0,3.67,4.0,2.0,5.67,3.56,Average
FKAYAECR42,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,5.0,0.0,4.0,5.0,5.0,6.0,0.0,6.0,9.0,0.0,4.5,2.5,3.33,4.0,0.0,3.67,3.0,Average
FKAYAECR44,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,6.0,6.0,8.0,0.0,4.5,2.75,3.0,2.0,3.33,4.0,3.26,Average
FKAYAECR47,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,7.0,0.0,2.5,0.0,2.0,1.0,0.67,3.0,1.53,At-risk
FKAYAECR50,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,1.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,8.0,0.0,3.25,1.75,1.33,1.0,1.33,2.67,1.89,At-risk
FKAYAECR51,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0,5.0,3.0,2.0,4.0,5.0,0.0,3.0,5.0,9.0,0.0,4.0,2.25,2.67,1.67,1.67,4.33,2.76,Below Average
FKAYAMMR16,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,2.5,0.25,0.67,0.33,2.33,1.67,1.29,At-risk
FKAYAECR57,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,1.5,0.0,0.0,1.33,0.67,0.58,At-risk
FKAYAMMR44,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0,2.25,0.0,0.67,1.33,0.33,1.67,1.04,At-risk
FKAYAMMR52,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.75,0.5,1.67,0.33,0.67,2.0,0.99,At-risk
FKAYASYR01,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,3.0,3.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,4.0,6.0,5.0,4.0,5.0,6.0,4.0,6.0,9.0,0.0,5.0,2.25,2.33,3.67,3.0,5.33,3.6,Average
FKAYAMAR22,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,2.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,5.0,1.25,3.33,1.0,1.0,3.33,2.48,Below Average
FKAYAMAR11,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.75,2.5,2.0,0.0,0.67,0.33,1.04,At-risk
FKAYAMAR14,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,1.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,4.0,3.0,2.0,3.0,8.0,0.0,3.5,1.0,3.33,2.0,1.67,3.0,2.42,Below Average
FKAYAECR08,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN108,Introduction to  Historical Tourism,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,6.0,3.0,4.0,3.0,3.0,5.0,0.0,6.0,9.0,0.0,4.75,2.25,3.0,3.67,1.0,5.0,3.28,Average
FKAYASYR12,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN115,Modern Indian History: 1757-Early Twentieth  Century.,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0,6.0,5.0,4.0,6.0,3.0,5.0,2.0,9.0,0.0,4.75,1.0,2.67,1.0,3.0,4.67,2.85,Below Average
FKAYASYR13,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN115,Modern Indian History: 1757-Early Twentieth  Century.,3.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,6.0,6.0,4.0,5.0,4.0,0.0,3.0,0.0,9.0,0.0,4.75,1.75,3.33,1.0,1.67,4.0,2.75,Below Average
FKAYASYR14,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN115,Modern Indian History: 1757-Early Twentieth  Century.,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,5.0,5.0,4.0,2.0,3.0,0.0,0.0,2.0,9.0,0.0,3.5,0.75,2.67,0.33,0.67,4.0,1.99,At-risk
FKAYASYR15,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN115,Modern Indian History: 1757-Early Twentieth  Century.,3.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,6.0,5.0,5.0,0.0,6.0,0.0,6.0,6.0,9.0,0.0,5.0,1.25,3.0,2.0,3.33,5.67,3.38,Average
FKAYASYR16,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN115,Modern Indian History: 1757-Early Twentieth  Century.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.0,1.0,0.54,At-risk
